task_name,timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud
Initializing HF classification pipeline,2024-05-22T12:13:35,assignment4_subtasks_classification,55cae38e-364b-4a90-b857-eee90d4242e3,0.5787193775177002,5.332617087411434e-06,9.200760845725165e-06,42.5,0.0,141.20075225830078,6.84124016099506e-06,0,2.2715772373294386e-05,2.9557012534289445e-05,Denmark,DNK,capital region,,,Linux-5.4.256.el8-x86_64-with-glibc2.39,3.12.3,2.3.5,64,Intel(R) Xeon(R) Gold 6130 CPU @ 2.10GHz,,,12.5775,55.684,376.53533935546875,machine,N
Classifying emotions,2024-05-22T12:26:14,assignment4_subtasks_classification,55cae38e-364b-4a90-b857-eee90d4242e3,758.7441625595093,0.006985248454190104,9.206359379592557e-06,42.5,0.0,141.20075225830078,0.008957364169425434,0,0.029759662148292888,0.03871702631771832,Denmark,DNK,capital region,,,Linux-5.4.256.el8-x86_64-with-glibc2.39,3.12.3,2.3.5,64,Intel(R) Xeon(R) Gold 6130 CPU @ 2.10GHz,,,12.5775,55.684,376.53533935546875,machine,N
